material_id,target,filename,spacegroup_num,crystal_system_int,structural complexity per atom,structural complexity per cell,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,mean Average bond length,std_dev Average bond length,mean Average bond angle,std_dev Average bond angle,mean CN_VoronoiNN,std_dev CN_VoronoiNN,density,vpa,packing fraction,a,b,c,alpha,beta,gamma,natoms
qmof-c8da207,5.39565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-88ef49a,1.96354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7f6d5c2,3.316288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-89d52dd,3.10903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-623cc29,3.661981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7758afe,4.911621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-713f435,4.007899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8d610b4,3.846347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7522244,3.926993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9492dc7,6.486103999999999,qmof-9492dc7.cif,9.0,2.0,0.5,18.0,0.290078669441362,2.0028539204507863,0.6855086098820686,1.784364225854182,1.7843631673138896,0.2773467734488034,0.2861324622353233,0.8177667579211789,1.4462495216267894,0.5862255673579527,113.53773358815828,27.034039404216983,16.11111111111111,3.3481153718487477,1.7571167147116815,9.98552019699718,0.866111111111111,7.46159596,7.46158152,7.61602049,67.81770262,67.81780610000001,89.191775,36.0
qmof-9d2522c,4.352317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-45d422a,1.30669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9047456,3.12533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a93afa1,3.84141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-545160f,3.855124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cbf7bfe,1.849548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-61d14dd,1.806497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cf1fc30,1.702929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c702b6f,2.2976140000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-62e71d8,4.829446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-66d54b3,3.505796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7f7d8dd,3.035349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b78412e,6.371199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2a9daea,3.961127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-43048f4,3.470286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f35d56b,3.554891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2f09f08,3.847021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-863a9f2,4.44123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b128f29,5.09242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7b9e8d1,4.046541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7c6cbbc,3.847084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b262dd5,4.996542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0f8af41,2.789059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-38de43e,3.134513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-53f3394,2.9850160000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9f89994,2.322303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1a901aa,2.611235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d2f0d63,3.766959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a79b912,1.486842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-57605e0,4.104027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cf999a5,3.491684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4a15926,2.694884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e2baa0d,4.098968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-28d5f98,2.738855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2576b34,3.406147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b01516c,3.70163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-64900af,3.232389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d841e1f,3.900386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7ec7d41,4.217755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a38a59d,4.588656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f41b6c6,3.002481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d689f74,3.404164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e057c66,2.585063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-66e3860,4.155555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bd5da4b,5.98195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0cba3b3,3.652801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5a1b056,4.013116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-932fda1,4.997058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8ce7f32,2.56909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5f0b53c,5.172393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-552e5fd,3.643721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-00be260,4.110045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-467a98a,3.102371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-882b66c,3.745232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f13296d,4.657978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0fac6c2,3.814601000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-76513ab,3.975544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0be35a0,2.439821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-176c460,3.76831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8c8b556,4.063077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-07ff184,2.868637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d622bf2,4.17083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-126e41c,5.715656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a6d1765,5.60202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7b77cf8,3.585028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-59aae71,4.045082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7a9afb6,4.092968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5ea1778,4.532538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1eb9333,4.211766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fc8917e,2.739746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bbb6c74,3.570208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-974a790,4.607297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7e2fd26,4.218503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e0cfb23,3.040111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4551e80,4.856371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e5a60a8,4.470742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f9909c4,2.363119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-255cbe5,3.17389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2d1b778,3.115404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-95ecaaa,2.6527380000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4fc3049,3.295984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0e3c9ac,4.532847,qmof-0e3c9ac.cif,2.0,1.0,0.5079365079365079,64.0,0.2224471121541431,1.5412422344133585,0.7014298080002558,1.1054592005626884,1.1054591454155267,0.2924239097990771,0.2056216632851417,0.7207776320519462,1.4219972944856965,0.3848820658868885,113.1479252872384,18.935072877612065,15.301587301587302,4.734657496319854,1.765540164693213,10.639055338177512,0.6706818181818182,9.76293279,9.72896448,16.1639,77.59291103000001,77.63676314,64.50808841,126.0
qmof-6d69c36,3.256313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1798d3b,3.802815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-dad3c8f,6.4593240000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3179f18,3.5888850000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3db4dff,2.965317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0c10f91,3.71942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4e5da67,4.43686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-73a5875,4.338957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-69a8041,4.363125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-88d427b,4.89677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b8e1ccb,3.206912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9d1ad9e,3.3418240000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-36c0426,3.339443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-eb6d7e8,3.343579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cf362bb,3.343374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5d21254,3.668111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f491166,4.182297999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fa17d4c,4.029519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-48f26c5,3.386083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-38f895c,4.068044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-db57196,3.368543,qmof-db57196.cif,14.0,2.0,0.25,24.0,0.248118882618231,1.734216512852375,0.7548655069224904,1.354815813035471,1.3548156222634735,0.3943109575006114,0.3973905330366503,0.7386948845406223,1.442252789510711,0.4863789108119674,115.8961243402121,13.40655623015102,16.333333333333332,2.793842435706702,2.613822860881649,11.400318201987844,0.7415308747855917,3.91141595,10.71982778,26.10603224,89.99959707,90.00061086000001,91.06105015,96.0
qmof-89850df,4.613472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-50d7874,1.509938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-59e4a61,3.67886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-916080a,3.888395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4d4c102,5.645735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2acdb6d,4.369320999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8b06d36,3.344218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-15fda22,5.89364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-dd07117,4.517265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-24832d5,3.698269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2ea7167,0.4074230000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-970d4a2,3.699003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e4d40d7,3.767012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ae62f99,5.565118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-182f378,5.583499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e49dfd4,2.360129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-66b8c2b,3.962728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8828925,3.984162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a297351,4.165379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e20ca81,3.064538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d572147,2.72168,qmof-d572147.cif,2.0,1.0,0.5,26.0,0.1482338671115569,1.468039950336505,0.7170353436592293,0.98160158020265,0.9816015802026494,0.2419383504888852,0.1532943526515653,0.8513392345135968,1.388536105871979,0.2886876351574799,120.0286160419378,11.081025085974522,16.53846153846154,2.804265559008952,2.18100921504127,9.592802247693408,0.79,7.337108130000001,8.04363098,9.65970407,112.56278257,104.94220318,94.33489182,52.0
qmof-63270e1,2.902873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d90261d,3.847514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4f9c014,3.939544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d65a785,3.818774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ca7241d,3.887758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d655f8d,4.244043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ff0313d,4.438604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-608d619,3.910031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5f57dd4,3.657674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5dbca24,5.184433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-58042a0,3.249297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e8a0b3c,3.376148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6259683,3.479967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-afa2ff5,3.688194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8ceaacf,3.0919419999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2b29f90,0.921217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ada4a4b,2.750905,qmof-ada4a4b.cif,2.0,1.0,0.5102040816326531,25.0,0.1569542863533032,1.4738761471761617,0.7871056698533501,0.8164169262839831,0.8164099059939878,0.1783764690240371,0.1299606056671595,0.8509827572869023,1.2994613703976998,0.2517544022384881,122.43678768954707,20.750165175240536,15.63265306122449,3.729057864005716,1.666212049775134,9.011580643138858,0.7860054347826086,5.56980468,7.89645597,11.43328926,114.43818983,91.81540813,103.03032589,49.0
qmof-a7a93aa,3.545133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-089b013,4.692178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-57b6935,3.67908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0b59814,3.810699000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6d3ca8c,6.683802999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c628210,5.180917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5c99aeb,3.237768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8d6dc8f,3.622651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f66d709,3.295849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-708b292,3.826276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-19002f5,4.2240400000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e7c9e5e,4.043068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1d1d359,4.113254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ece4651,4.536526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-acee021,3.954325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c6652e8,1.858391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ea44590,3.431362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a959168,4.615575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-72725f4,4.113106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9bb480f,3.163278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-df493b0,3.311454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-80d4a16,3.2996040000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0c1d1fc,4.23604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b4cdf8e,1.910047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d689892,2.48859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1ff599f,4.482672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cc05cf2,4.679428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2eba693,4.514412999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-461e88d,3.155462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9034501,3.947202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ee1da8c,2.368031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8ed0ec6,2.242785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ef5cc84,2.070932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4a7d9c5,4.836261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9aedda6,4.044861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1eaffa4,5.764796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3a50fd2,3.134973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8663e62,3.213738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-632304d,4.788146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-37fb37e,4.479315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4a86080,4.605775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d85ca31,4.5346720000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fcaa8ec,4.64903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a837eb6,4.647177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-90c218f,5.028301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2c242e5,4.881363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bce674b,4.515988999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a87149e,5.280327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-00089fc,3.048328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6f14ab0,3.051279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b7bdda5,3.976552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ba0d6c4,4.418407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-66e07d3,4.690347,qmof-66e07d3.cif,1.0,1.0,1.0,150.0,0.3036760809455401,1.7794377450947312,0.632307307837978,1.6772656448068122,1.677265456862577,0.2772686520202597,0.2250223145816753,0.7800184453712102,1.537270987894796,0.5848191286192093,105.74308154429453,29.601137503311605,16.213333333333335,3.3298381675724458,1.9512008318349292,12.458056178560485,0.6825346209912536,13.542636,13.514300000000002,13.55778751,98.79666675,114.85740905000002,114.98691923,150.0
qmof-5a0bd7c,3.175449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7633c4b,4.4375230000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c05888d,2.88923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a5592dd,3.691689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8e4a100,2.60736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d4fdde7,3.165574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c041b36,2.275454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8dc568d,2.967022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-59c79f4,4.5912310000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a80386d,4.53083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8a11989,4.554764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-39f26c0,4.584887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-516e1ae,4.535828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0836a64,4.116587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d77af39,3.004287,qmof-d77af39.cif,2.0,1.0,0.5,31.0,0.3394687828910588,2.2010623045054776,0.6919076328982421,2.235131790515391,2.2351313540538165,0.4819384385166094,0.5591580765833386,0.7538481188434414,1.575988891319696,0.7430739548091873,113.00991958811392,20.74124111958783,15.741935483870968,3.6541425183242056,2.7412614636436743,13.077858299259,0.6944731404958678,7.89182111,10.93059269,10.93206581,67.65320763,72.17109258,72.17829691,62.0
qmof-4fdf906,4.290852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b7ec66e,3.378803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-88dbbc6,2.91433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5243a2c,2.838439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a2987bf,3.057472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ad015e6,4.762212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c566277,4.735459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7c2f557,4.573321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-58c4b5f,2.238213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d8b8533,2.945513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bf5fc78,3.108264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-aec43f9,3.553661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2f521a7,3.698527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0d6ee63,4.360402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c555174,3.842284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ac2a5eb,3.741031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e6aabf7,3.1096130000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f842c12,3.738291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-15fd7ce,3.055917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-09e67ae,2.626814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1dc8075,2.4257530000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7541f7a,4.327789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e993e6b,3.519655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-def34ed,2.392348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-864bdcb,4.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-df880b8,4.7911090000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9b906f4,4.147448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3486c54,3.419572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8ddce79,3.749076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b780466,2.15734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-34419d7,4.707426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-38e5535,4.490076999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5b5b49f,3.890916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e2524bf,3.590312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fb5e34c,3.577617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-466d3a2,3.045598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2fa6555,4.782531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-363ec40,4.08473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b88d90e,4.927442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5f22410,3.458187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8878ef9,4.249572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-905f6f5,2.423606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fd9d828,4.686294999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f8c8bd4,6.824438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9a595a3,4.280104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-240c244,4.259592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e4535b8,4.271488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-57b3cba,3.369105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8236b17,5.853791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0b8f2da,5.248334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a57163a,2.084781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fd541d7,3.653436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-875b2e9,2.848601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-09f6927,3.929002,qmof-09f6927.cif,2.0,1.0,0.5,37.0,0.2037072702708451,1.6001313340606758,0.7894672633893339,1.0076957768174846,1.0076954536498688,0.2464620138285385,0.2230316054002645,0.8265505249402283,1.3775180226112271,0.3674128832656641,110.77390801760468,20.406056919343573,16.54054054054054,3.796118889963121,1.5631321074485478,10.249526424100102,0.7226484796817277,8.186471049999998,8.80787613,11.25317898,93.09405299,109.71366126,94.65950909,74.0
